RESPNUM_FK,question_code,rating_value
340,Q7INFODOWN,4.0
341,Q7INFODOWN,4.0
342,Q7INFODOWN,5.0
343,Q7INFODOWN,5.0
344,Q7INFODOWN,4.0
345,Q7INFODOWN,5.0
347,Q7INFODOWN,5.0
350,Q7INFODOWN,4.0
355,Q7INFODOWN,4.0
357,Q7INFODOWN,3.0
358,Q7INFODOWN,4.0
360,Q7INFODOWN,3.0
361,Q7INFODOWN,3.0
364,Q7INFODOWN,4.0
365,Q7INFODOWN,4.0
366,Q7INFODOWN,4.0
367,Q7INFODOWN,5.0
372,Q7INFODOWN,5.0
373,Q7INFODOWN,4.0
374,Q7INFODOWN,4.0
376,Q7INFODOWN,4.0
377,Q7INFODOWN,4.0
378,Q7INFODOWN,4.0
379,Q7INFODOWN,3.0
381,Q7INFODOWN,3.0
384,Q7INFODOWN,4.0
390,Q7INFODOWN,3.0
392,Q7INFODOWN,5.0
394,Q7INFODOWN,4.0
395,Q7INFODOWN,3.0
397,Q7INFODOWN,3.0
400,Q7INFODOWN,4.0
401,Q7INFODOWN,4.0
402,Q7INFODOWN,4.0
403,Q7INFODOWN,5.0
406,Q7INFODOWN,4.0
409,Q7INFODOWN,3.0
410,Q7INFODOWN,5.0
414,Q7INFODOWN,5.0
417,Q7INFODOWN,3.0
418,Q7INFODOWN,4.0
419,Q7INFODOWN,4.0
421,Q7INFODOWN,4.0
422,Q7INFODOWN,5.0
423,Q7INFODOWN,4.0
425,Q7INFODOWN,5.0
427,Q7INFODOWN,5.0
428,Q7INFODOWN,4.0
430,Q7INFODOWN,3.0
431,Q7INFODOWN,4.0
432,Q7INFODOWN,3.0
433,Q7INFODOWN,5.0
434,Q7INFODOWN,4.0
436,Q7INFODOWN,4.0
439,Q7INFODOWN,2.0
440,Q7INFODOWN,3.0
442,Q7INFODOWN,4.0
443,Q7INFODOWN,4.0
446,Q7INFODOWN,3.0
457,Q7INFODOWN,4.0
458,Q7INFODOWN,4.0
461,Q7INFODOWN,4.0
462,Q7INFODOWN,4.0
463,Q7INFODOWN,5.0
464,Q7INFODOWN,4.0
465,Q7INFODOWN,5.0
466,Q7INFODOWN,4.0
467,Q7INFODOWN,5.0
468,Q7INFODOWN,3.0
469,Q7INFODOWN,4.0
470,Q7INFODOWN,4.0
472,Q7INFODOWN,5.0
473,Q7INFODOWN,4.0
474,Q7INFODOWN,4.0
479,Q7INFODOWN,4.0
480,Q7INFODOWN,3.0
481,Q7INFODOWN,3.0
482,Q7INFODOWN,5.0
483,Q7INFODOWN,3.0
484,Q7INFODOWN,4.0
487,Q7INFODOWN,5.0
488,Q7INFODOWN,4.0
489,Q7INFODOWN,5.0
491,Q7INFODOWN,5.0
492,Q7INFODOWN,4.0
495,Q7INFODOWN,4.0
497,Q7INFODOWN,4.0
498,Q7INFODOWN,4.0
499,Q7INFODOWN,3.0
500,Q7INFODOWN,3.0
501,Q7INFODOWN,5.0
503,Q7INFODOWN,5.0
506,Q7INFODOWN,4.0
508,Q7INFODOWN,5.0
509,Q7INFODOWN,3.0
510,Q7INFODOWN,3.0
512,Q7INFODOWN,3.0
513,Q7INFODOWN,4.0
514,Q7INFODOWN,3.0
517,Q7INFODOWN,1.0
518,Q7INFODOWN,4.0
519,Q7INFODOWN,5.0
520,Q7INFODOWN,4.0
521,Q7INFODOWN,4.0
523,Q7INFODOWN,5.0
525,Q7INFODOWN,5.0
527,Q7INFODOWN,3.0
528,Q7INFODOWN,4.0
529,Q7INFODOWN,2.0
531,Q7INFODOWN,3.0
532,Q7INFODOWN,5.0
533,Q7INFODOWN,4.0
535,Q7INFODOWN,4.0
537,Q7INFODOWN,5.0
539,Q7INFODOWN,4.0
540,Q7INFODOWN,4.0
542,Q7INFODOWN,5.0
543,Q7INFODOWN,5.0
544,Q7INFODOWN,5.0
545,Q7INFODOWN,3.0
546,Q7INFODOWN,3.0
547,Q7INFODOWN,3.0
549,Q7INFODOWN,3.0
550,Q7INFODOWN,4.0
555,Q7INFODOWN,4.0
557,Q7INFODOWN,2.0
559,Q7INFODOWN,5.0
560,Q7INFODOWN,3.0
561,Q7INFODOWN,5.0
564,Q7INFODOWN,2.0
568,Q7INFODOWN,4.0
569,Q7INFODOWN,4.0
570,Q7INFODOWN,5.0
571,Q7INFODOWN,3.0
575,Q7INFODOWN,5.0
576,Q7INFODOWN,4.0
577,Q7INFODOWN,4.0
578,Q7INFODOWN,4.0
580,Q7INFODOWN,3.0
582,Q7INFODOWN,4.0
584,Q7INFODOWN,3.0
586,Q7INFODOWN,3.0
587,Q7INFODOWN,3.0
588,Q7INFODOWN,5.0
590,Q7INFODOWN,4.0
591,Q7INFODOWN,4.0
593,Q7INFODOWN,4.0
594,Q7INFODOWN,3.0
595,Q7INFODOWN,4.0
597,Q7INFODOWN,4.0
598,Q7INFODOWN,4.0
599,Q7INFODOWN,5.0
600,Q7INFODOWN,5.0
601,Q7INFODOWN,4.0
602,Q7INFODOWN,5.0
603,Q7INFODOWN,2.0
604,Q7INFODOWN,4.0
606,Q7INFODOWN,4.0
607,Q7INFODOWN,5.0
608,Q7INFODOWN,5.0
609,Q7INFODOWN,5.0
610,Q7INFODOWN,4.0
614,Q7INFODOWN,5.0
616,Q7INFODOWN,4.0
617,Q7INFODOWN,3.0
618,Q7INFODOWN,2.0
619,Q7INFODOWN,3.0
620,Q7INFODOWN,3.0
621,Q7INFODOWN,3.0
622,Q7INFODOWN,3.0
625,Q7INFODOWN,4.0
626,Q7INFODOWN,4.0
627,Q7INFODOWN,3.0
628,Q7INFODOWN,3.0
629,Q7INFODOWN,3.0
630,Q7INFODOWN,3.0
631,Q7INFODOWN,4.0
632,Q7INFODOWN,3.0
634,Q7INFODOWN,5.0
635,Q7INFODOWN,3.0
637,Q7INFODOWN,5.0
638,Q7INFODOWN,3.0
639,Q7INFODOWN,5.0
642,Q7INFODOWN,5.0
643,Q7INFODOWN,5.0
645,Q7INFODOWN,5.0
646,Q7INFODOWN,3.0
647,Q7INFODOWN,3.0
648,Q7INFODOWN,5.0
650,Q7INFODOWN,5.0
652,Q7INFODOWN,5.0
653,Q7INFODOWN,5.0
654,Q7INFODOWN,4.0
656,Q7INFODOWN,3.0
658,Q7INFODOWN,5.0
659,Q7INFODOWN,2.0
662,Q7INFODOWN,5.0
664,Q7INFODOWN,5.0
666,Q7INFODOWN,5.0
667,Q7INFODOWN,4.0
668,Q7INFODOWN,2.0
669,Q7INFODOWN,4.0
672,Q7INFODOWN,2.0
673,Q7INFODOWN,1.0
676,Q7INFODOWN,4.0
678,Q7INFODOWN,3.0
681,Q7INFODOWN,4.0
683,Q7INFODOWN,4.0
687,Q7INFODOWN,4.0
689,Q7INFODOWN,3.0
690,Q7INFODOWN,5.0
693,Q7INFODOWN,4.0
694,Q7INFODOWN,5.0
697,Q7INFODOWN,4.0
698,Q7INFODOWN,4.0
701,Q7INFODOWN,4.0
703,Q7INFODOWN,2.0
705,Q7INFODOWN,5.0
707,Q7INFODOWN,4.0
709,Q7INFODOWN,4.0
710,Q7INFODOWN,2.0
711,Q7INFODOWN,5.0
713,Q7INFODOWN,4.0
714,Q7INFODOWN,4.0
715,Q7INFODOWN,3.0
716,Q7INFODOWN,4.0
717,Q7INFODOWN,3.0
718,Q7INFODOWN,3.0
719,Q7INFODOWN,4.0
720,Q7INFODOWN,4.0
721,Q7INFODOWN,3.0
722,Q7INFODOWN,5.0
723,Q7INFODOWN,3.0
724,Q7INFODOWN,3.0
727,Q7INFODOWN,4.0
728,Q7INFODOWN,3.0
729,Q7INFODOWN,3.0
730,Q7INFODOWN,2.0
731,Q7INFODOWN,4.0
733,Q7INFODOWN,4.0
734,Q7INFODOWN,4.0
735,Q7INFODOWN,3.0
736,Q7INFODOWN,3.0
737,Q7INFODOWN,5.0
738,Q7INFODOWN,4.0
739,Q7INFODOWN,4.0
741,Q7INFODOWN,4.0
746,Q7INFODOWN,4.0
747,Q7INFODOWN,3.0
748,Q7INFODOWN,4.0
749,Q7INFODOWN,3.0
750,Q7INFODOWN,5.0
751,Q7INFODOWN,5.0
756,Q7INFODOWN,3.0
758,Q7INFODOWN,5.0
761,Q7INFODOWN,4.0
762,Q7INFODOWN,3.0
763,Q7INFODOWN,3.0
764,Q7INFODOWN,3.0
765,Q7INFODOWN,3.0
767,Q7INFODOWN,2.0
774,Q7INFODOWN,5.0
775,Q7INFODOWN,3.0
776,Q7INFODOWN,5.0
777,Q7INFODOWN,5.0
778,Q7INFODOWN,3.0
779,Q7INFODOWN,3.0
780,Q7INFODOWN,4.0
781,Q7INFODOWN,4.0
782,Q7INFODOWN,4.0
783,Q7INFODOWN,4.0
785,Q7INFODOWN,3.0
787,Q7INFODOWN,4.0
788,Q7INFODOWN,4.0
792,Q7INFODOWN,3.0
796,Q7INFODOWN,5.0
797,Q7INFODOWN,5.0
798,Q7INFODOWN,5.0
799,Q7INFODOWN,4.0
800,Q7INFODOWN,4.0
801,Q7INFODOWN,5.0
804,Q7INFODOWN,5.0
806,Q7INFODOWN,3.0
809,Q7INFODOWN,5.0
811,Q7INFODOWN,4.0
813,Q7INFODOWN,4.0
814,Q7INFODOWN,5.0
816,Q7INFODOWN,3.0
817,Q7INFODOWN,4.0
819,Q7INFODOWN,4.0
820,Q7INFODOWN,4.0
824,Q7INFODOWN,4.0
825,Q7INFODOWN,4.0
827,Q7INFODOWN,4.0
829,Q7INFODOWN,4.0
830,Q7INFODOWN,3.0
831,Q7INFODOWN,5.0
836,Q7INFODOWN,5.0
838,Q7INFODOWN,5.0
839,Q7INFODOWN,3.0
840,Q7INFODOWN,1.0
841,Q7INFODOWN,5.0
844,Q7INFODOWN,5.0
845,Q7INFODOWN,4.0
846,Q7INFODOWN,3.0
848,Q7INFODOWN,4.0
849,Q7INFODOWN,5.0
851,Q7INFODOWN,4.0
855,Q7INFODOWN,2.0
860,Q7INFODOWN,5.0
862,Q7INFODOWN,3.0
863,Q7INFODOWN,3.0
865,Q7INFODOWN,4.0
867,Q7INFODOWN,4.0
868,Q7INFODOWN,5.0
869,Q7INFODOWN,4.0
871,Q7INFODOWN,3.0
872,Q7INFODOWN,4.0
873,Q7INFODOWN,4.0
874,Q7INFODOWN,3.0
875,Q7INFODOWN,5.0
877,Q7INFODOWN,4.0
879,Q7INFODOWN,5.0
880,Q7INFODOWN,5.0
881,Q7INFODOWN,5.0
882,Q7INFODOWN,4.0
884,Q7INFODOWN,5.0
886,Q7INFODOWN,5.0
887,Q7INFODOWN,5.0
888,Q7INFODOWN,4.0
889,Q7INFODOWN,5.0
891,Q7INFODOWN,3.0
892,Q7INFODOWN,5.0
893,Q7INFODOWN,5.0
894,Q7INFODOWN,4.0
897,Q7INFODOWN,4.0
899,Q7INFODOWN,4.0
900,Q7INFODOWN,5.0
901,Q7INFODOWN,4.0
903,Q7INFODOWN,3.0
905,Q7INFODOWN,3.0
907,Q7INFODOWN,5.0
908,Q7INFODOWN,4.0
909,Q7INFODOWN,4.0
910,Q7INFODOWN,4.0
911,Q7INFODOWN,5.0
913,Q7INFODOWN,5.0
914,Q7INFODOWN,3.0
919,Q7INFODOWN,4.0
922,Q7INFODOWN,4.0
923,Q7INFODOWN,5.0
925,Q7INFODOWN,4.0
926,Q7INFODOWN,4.0
928,Q7INFODOWN,5.0
929,Q7INFODOWN,3.0
935,Q7INFODOWN,5.0
936,Q7INFODOWN,5.0
937,Q7INFODOWN,3.0
938,Q7INFODOWN,4.0
940,Q7INFODOWN,5.0
941,Q7INFODOWN,5.0
942,Q7INFODOWN,3.0
943,Q7INFODOWN,5.0
944,Q7INFODOWN,5.0
945,Q7INFODOWN,5.0
946,Q7INFODOWN,5.0
947,Q7INFODOWN,5.0
948,Q7INFODOWN,1.0
949,Q7INFODOWN,5.0
950,Q7INFODOWN,4.0
951,Q7INFODOWN,4.0
952,Q7INFODOWN,5.0
953,Q7INFODOWN,5.0
954,Q7INFODOWN,5.0
955,Q7INFODOWN,2.0
956,Q7INFODOWN,3.0
957,Q7INFODOWN,3.0
958,Q7INFODOWN,3.0
960,Q7INFODOWN,3.0
961,Q7INFODOWN,4.0
962,Q7INFODOWN,3.0
963,Q7INFODOWN,5.0
966,Q7INFODOWN,4.0
967,Q7INFODOWN,2.0
968,Q7INFODOWN,3.0
969,Q7INFODOWN,4.0
970,Q7INFODOWN,5.0
971,Q7INFODOWN,3.0
972,Q7INFODOWN,4.0
982,Q7INFODOWN,5.0
984,Q7INFODOWN,4.0
986,Q7INFODOWN,4.0
987,Q7INFODOWN,5.0
988,Q7INFODOWN,4.0
992,Q7INFODOWN,4.0
993,Q7INFODOWN,4.0
994,Q7INFODOWN,3.0
995,Q7INFODOWN,4.0
1002,Q7INFODOWN,3.0
1003,Q7INFODOWN,3.0
1005,Q7INFODOWN,5.0
1006,Q7INFODOWN,5.0
1008,Q7INFODOWN,5.0
1009,Q7INFODOWN,5.0
1012,Q7INFODOWN,3.0
1013,Q7INFODOWN,4.0
1015,Q7INFODOWN,4.0
1017,Q7INFODOWN,4.0
1018,Q7INFODOWN,5.0
1019,Q7INFODOWN,3.0
1020,Q7INFODOWN,5.0
1021,Q7INFODOWN,5.0
1023,Q7INFODOWN,5.0
1024,Q7INFODOWN,4.0
1025,Q7INFODOWN,3.0
1026,Q7INFODOWN,4.0
1027,Q7INFODOWN,5.0
1029,Q7INFODOWN,3.0
1030,Q7INFODOWN,4.0
1032,Q7INFODOWN,4.0
1037,Q7INFODOWN,5.0
1038,Q7INFODOWN,5.0
1040,Q7INFODOWN,3.0
1041,Q7INFODOWN,4.0
1044,Q7INFODOWN,5.0
1045,Q7INFODOWN,4.0
1047,Q7INFODOWN,5.0
1049,Q7INFODOWN,4.0
1051,Q7INFODOWN,5.0
1053,Q7INFODOWN,4.0
1056,Q7INFODOWN,5.0
1057,Q7INFODOWN,3.0
1060,Q7INFODOWN,5.0
1062,Q7INFODOWN,5.0
1063,Q7INFODOWN,4.0
1064,Q7INFODOWN,2.0
1066,Q7INFODOWN,5.0
1067,Q7INFODOWN,3.0
1068,Q7INFODOWN,4.0
1069,Q7INFODOWN,3.0
1070,Q7INFODOWN,2.0
1073,Q7INFODOWN,5.0
1075,Q7INFODOWN,5.0
1179,Q7INFODOWN,4.0
1076,Q7INFODOWN,3.0
1077,Q7INFODOWN,2.0
1079,Q7INFODOWN,3.0
1082,Q7INFODOWN,5.0
1084,Q7INFODOWN,5.0
1086,Q7INFODOWN,5.0
1087,Q7INFODOWN,2.0
1088,Q7INFODOWN,5.0
1089,Q7INFODOWN,2.0
1090,Q7INFODOWN,4.0
1091,Q7INFODOWN,5.0
1092,Q7INFODOWN,4.0
1093,Q7INFODOWN,5.0
1097,Q7INFODOWN,4.0
1101,Q7INFODOWN,5.0
1102,Q7INFODOWN,4.0
1104,Q7INFODOWN,5.0
1105,Q7INFODOWN,4.0
1106,Q7INFODOWN,4.0
1107,Q7INFODOWN,4.0
1108,Q7INFODOWN,3.0
1109,Q7INFODOWN,5.0
1111,Q7INFODOWN,3.0
1114,Q7INFODOWN,5.0
1115,Q7INFODOWN,4.0
1117,Q7INFODOWN,2.0
1118,Q7INFODOWN,2.0
1119,Q7INFODOWN,4.0
1121,Q7INFODOWN,4.0
1122,Q7INFODOWN,5.0
1123,Q7INFODOWN,4.0
1124,Q7INFODOWN,5.0
1126,Q7INFODOWN,3.0
1127,Q7INFODOWN,2.0
1128,Q7INFODOWN,5.0
1129,Q7INFODOWN,5.0
1131,Q7INFODOWN,5.0
1133,Q7INFODOWN,5.0
1134,Q7INFODOWN,3.0
1136,Q7INFODOWN,5.0
1137,Q7INFODOWN,5.0
1138,Q7INFODOWN,4.0
1142,Q7INFODOWN,2.0
1143,Q7INFODOWN,3.0
1145,Q7INFODOWN,4.0
1147,Q7INFODOWN,4.0
1148,Q7INFODOWN,5.0
1149,Q7INFODOWN,5.0
1150,Q7INFODOWN,4.0
1151,Q7INFODOWN,5.0
1152,Q7INFODOWN,3.0
1153,Q7INFODOWN,5.0
1156,Q7INFODOWN,5.0
1158,Q7INFODOWN,4.0
1159,Q7INFODOWN,3.0
1161,Q7INFODOWN,3.0
1162,Q7INFODOWN,4.0
1164,Q7INFODOWN,4.0
1165,Q7INFODOWN,4.0
1167,Q7INFODOWN,1.0
1168,Q7INFODOWN,4.0
1169,Q7INFODOWN,4.0
1170,Q7INFODOWN,4.0
1171,Q7INFODOWN,5.0
1172,Q7INFODOWN,5.0
1173,Q7INFODOWN,4.0
1174,Q7INFODOWN,2.0
1175,Q7INFODOWN,4.0
1176,Q7INFODOWN,5.0
1177,Q7INFODOWN,3.0
1180,Q7INFODOWN,5.0
1182,Q7INFODOWN,5.0
1183,Q7INFODOWN,5.0
1184,Q7INFODOWN,2.0
1185,Q7INFODOWN,4.0
1186,Q7INFODOWN,5.0
2601,Q7INFODOWN,5.0
1188,Q7INFODOWN,5.0
1189,Q7INFODOWN,4.0
1193,Q7INFODOWN,4.0
1194,Q7INFODOWN,4.0
1196,Q7INFODOWN,4.0
1198,Q7INFODOWN,4.0
1201,Q7INFODOWN,4.0
1202,Q7INFODOWN,5.0
1205,Q7INFODOWN,5.0
1208,Q7INFODOWN,2.0
1209,Q7INFODOWN,5.0
1212,Q7INFODOWN,3.0
1214,Q7INFODOWN,4.0
1215,Q7INFODOWN,3.0
1216,Q7INFODOWN,3.0
1217,Q7INFODOWN,3.0
1218,Q7INFODOWN,3.0
1219,Q7INFODOWN,4.0
1221,Q7INFODOWN,3.0
1222,Q7INFODOWN,3.0
1223,Q7INFODOWN,5.0
1224,Q7INFODOWN,3.0
1225,Q7INFODOWN,3.0
1226,Q7INFODOWN,5.0
1228,Q7INFODOWN,3.0
1230,Q7INFODOWN,2.0
1233,Q7INFODOWN,3.0
1235,Q7INFODOWN,4.0
1238,Q7INFODOWN,5.0
1239,Q7INFODOWN,2.0
1243,Q7INFODOWN,3.0
1245,Q7INFODOWN,5.0
1246,Q7INFODOWN,5.0
1247,Q7INFODOWN,4.0
1248,Q7INFODOWN,4.0
1249,Q7INFODOWN,4.0
1251,Q7INFODOWN,3.0
1252,Q7INFODOWN,3.0
1253,Q7INFODOWN,4.0
1254,Q7INFODOWN,4.0
1255,Q7INFODOWN,5.0
1256,Q7INFODOWN,4.0
1257,Q7INFODOWN,4.0
1258,Q7INFODOWN,4.0
1259,Q7INFODOWN,5.0
1260,Q7INFODOWN,4.0
1262,Q7INFODOWN,3.0
1263,Q7INFODOWN,3.0
1264,Q7INFODOWN,4.0
1266,Q7INFODOWN,5.0
1267,Q7INFODOWN,4.0
1269,Q7INFODOWN,5.0
1270,Q7INFODOWN,3.0
1271,Q7INFODOWN,4.0
1274,Q7INFODOWN,2.0
1275,Q7INFODOWN,4.0
1276,Q7INFODOWN,5.0
1277,Q7INFODOWN,3.0
1278,Q7INFODOWN,5.0
1279,Q7INFODOWN,5.0
1281,Q7INFODOWN,3.0
1283,Q7INFODOWN,4.0
1284,Q7INFODOWN,4.0
1285,Q7INFODOWN,1.0
1286,Q7INFODOWN,5.0
1287,Q7INFODOWN,3.0
1288,Q7INFODOWN,4.0
1291,Q7INFODOWN,3.0
1292,Q7INFODOWN,4.0
1293,Q7INFODOWN,4.0
1299,Q7INFODOWN,4.0
1301,Q7INFODOWN,5.0
1302,Q7INFODOWN,3.0
1303,Q7INFODOWN,4.0
1304,Q7INFODOWN,4.0
1306,Q7INFODOWN,5.0
1307,Q7INFODOWN,3.0
1311,Q7INFODOWN,4.0
1312,Q7INFODOWN,4.0
1313,Q7INFODOWN,5.0
1314,Q7INFODOWN,5.0
1315,Q7INFODOWN,4.0
1316,Q7INFODOWN,3.0
1317,Q7INFODOWN,3.0
1319,Q7INFODOWN,3.0
1320,Q7INFODOWN,5.0
1321,Q7INFODOWN,2.0
1326,Q7INFODOWN,4.0
1329,Q7INFODOWN,3.0
1331,Q7INFODOWN,4.0
1332,Q7INFODOWN,4.0
1335,Q7INFODOWN,2.0
1336,Q7INFODOWN,2.0
1337,Q7INFODOWN,4.0
1338,Q7INFODOWN,4.0
1339,Q7INFODOWN,4.0
1340,Q7INFODOWN,4.0
1341,Q7INFODOWN,3.0
1342,Q7INFODOWN,5.0
1343,Q7INFODOWN,4.0
1344,Q7INFODOWN,5.0
1345,Q7INFODOWN,5.0
1346,Q7INFODOWN,5.0
1347,Q7INFODOWN,5.0
1349,Q7INFODOWN,3.0
1350,Q7INFODOWN,4.0
1352,Q7INFODOWN,4.0
1354,Q7INFODOWN,4.0
1355,Q7INFODOWN,3.0
1356,Q7INFODOWN,3.0
1357,Q7INFODOWN,4.0
1358,Q7INFODOWN,4.0
1360,Q7INFODOWN,5.0
1361,Q7INFODOWN,4.0
1363,Q7INFODOWN,3.0
1367,Q7INFODOWN,5.0
1368,Q7INFODOWN,3.0
1372,Q7INFODOWN,5.0
1375,Q7INFODOWN,5.0
1376,Q7INFODOWN,3.0
1377,Q7INFODOWN,4.0
1378,Q7INFODOWN,3.0
1379,Q7INFODOWN,4.0
1381,Q7INFODOWN,4.0
1382,Q7INFODOWN,5.0
1384,Q7INFODOWN,2.0
1387,Q7INFODOWN,4.0
1388,Q7INFODOWN,4.0
1389,Q7INFODOWN,3.0
1391,Q7INFODOWN,4.0
1392,Q7INFODOWN,3.0
1393,Q7INFODOWN,3.0
1394,Q7INFODOWN,4.0
1395,Q7INFODOWN,5.0
1396,Q7INFODOWN,5.0
1397,Q7INFODOWN,4.0
1398,Q7INFODOWN,4.0
1401,Q7INFODOWN,4.0
1402,Q7INFODOWN,5.0
1405,Q7INFODOWN,3.0
1406,Q7INFODOWN,4.0
1409,Q7INFODOWN,4.0
1412,Q7INFODOWN,5.0
1413,Q7INFODOWN,5.0
1414,Q7INFODOWN,3.0
1416,Q7INFODOWN,4.0
1417,Q7INFODOWN,4.0
1421,Q7INFODOWN,4.0
1422,Q7INFODOWN,2.0
1423,Q7INFODOWN,3.0
1426,Q7INFODOWN,3.0
1431,Q7INFODOWN,5.0
1432,Q7INFODOWN,3.0
1434,Q7INFODOWN,2.0
1435,Q7INFODOWN,3.0
1437,Q7INFODOWN,5.0
1439,Q7INFODOWN,3.0
1441,Q7INFODOWN,3.0
1443,Q7INFODOWN,3.0
1444,Q7INFODOWN,3.0
1445,Q7INFODOWN,3.0
1446,Q7INFODOWN,5.0
1450,Q7INFODOWN,4.0
1451,Q7INFODOWN,3.0
1452,Q7INFODOWN,3.0
1453,Q7INFODOWN,3.0
1454,Q7INFODOWN,3.0
1455,Q7INFODOWN,3.0
1459,Q7INFODOWN,4.0
1460,Q7INFODOWN,4.0
1461,Q7INFODOWN,3.0
1462,Q7INFODOWN,2.0
1463,Q7INFODOWN,2.0
1465,Q7INFODOWN,3.0
1466,Q7INFODOWN,2.0
1467,Q7INFODOWN,5.0
1468,Q7INFODOWN,1.0
1469,Q7INFODOWN,5.0
1470,Q7INFODOWN,3.0
1472,Q7INFODOWN,4.0
1475,Q7INFODOWN,5.0
1476,Q7INFODOWN,3.0
1477,Q7INFODOWN,3.0
1478,Q7INFODOWN,5.0
1479,Q7INFODOWN,5.0
1480,Q7INFODOWN,5.0
1481,Q7INFODOWN,3.0
1482,Q7INFODOWN,3.0
1943,Q7INFODOWN,4.0
1484,Q7INFODOWN,4.0
1485,Q7INFODOWN,4.0
1487,Q7INFODOWN,3.0
1488,Q7INFODOWN,4.0
1490,Q7INFODOWN,3.0
1491,Q7INFODOWN,5.0
1493,Q7INFODOWN,4.0
1494,Q7INFODOWN,3.0
1495,Q7INFODOWN,4.0
1496,Q7INFODOWN,4.0
1499,Q7INFODOWN,4.0
1500,Q7INFODOWN,5.0
1502,Q7INFODOWN,3.0
1503,Q7INFODOWN,3.0
1505,Q7INFODOWN,5.0
1507,Q7INFODOWN,4.0
1509,Q7INFODOWN,4.0
1510,Q7INFODOWN,5.0
1512,Q7INFODOWN,5.0
1514,Q7INFODOWN,5.0
1515,Q7INFODOWN,3.0
1517,Q7INFODOWN,4.0
1519,Q7INFODOWN,3.0
1520,Q7INFODOWN,4.0
1523,Q7INFODOWN,2.0
1524,Q7INFODOWN,3.0
1531,Q7INFODOWN,2.0
1533,Q7INFODOWN,5.0
1538,Q7INFODOWN,4.0
1539,Q7INFODOWN,4.0
1540,Q7INFODOWN,5.0
1541,Q7INFODOWN,3.0
1542,Q7INFODOWN,5.0
1543,Q7INFODOWN,3.0
1548,Q7INFODOWN,3.0
1550,Q7INFODOWN,1.0
1551,Q7INFODOWN,3.0
1553,Q7INFODOWN,4.0
1557,Q7INFODOWN,3.0
1558,Q7INFODOWN,3.0
1559,Q7INFODOWN,4.0
1560,Q7INFODOWN,2.0
1561,Q7INFODOWN,4.0
1565,Q7INFODOWN,3.0
1566,Q7INFODOWN,5.0
1571,Q7INFODOWN,4.0
1572,Q7INFODOWN,4.0
1574,Q7INFODOWN,3.0
1576,Q7INFODOWN,5.0
1579,Q7INFODOWN,3.0
1580,Q7INFODOWN,4.0
1583,Q7INFODOWN,3.0
1584,Q7INFODOWN,4.0
1586,Q7INFODOWN,2.0
1587,Q7INFODOWN,3.0
1588,Q7INFODOWN,4.0
1589,Q7INFODOWN,2.0
1590,Q7INFODOWN,3.0
1591,Q7INFODOWN,3.0
1592,Q7INFODOWN,3.0
1597,Q7INFODOWN,3.0
1599,Q7INFODOWN,5.0
1601,Q7INFODOWN,4.0
1602,Q7INFODOWN,4.0
1606,Q7INFODOWN,3.0
1607,Q7INFODOWN,4.0
1608,Q7INFODOWN,3.0
1609,Q7INFODOWN,3.0
1610,Q7INFODOWN,5.0
1611,Q7INFODOWN,5.0
1612,Q7INFODOWN,3.0
1617,Q7INFODOWN,5.0
1621,Q7INFODOWN,4.0
1622,Q7INFODOWN,5.0
1623,Q7INFODOWN,3.0
1627,Q7INFODOWN,3.0
1629,Q7INFODOWN,5.0
1632,Q7INFODOWN,4.0
1633,Q7INFODOWN,4.0
1635,Q7INFODOWN,3.0
1639,Q7INFODOWN,4.0
1640,Q7INFODOWN,3.0
1641,Q7INFODOWN,3.0
1642,Q7INFODOWN,4.0
1644,Q7INFODOWN,3.0
1645,Q7INFODOWN,4.0
1647,Q7INFODOWN,4.0
1648,Q7INFODOWN,4.0
1652,Q7INFODOWN,4.0
1655,Q7INFODOWN,4.0
1656,Q7INFODOWN,4.0
1658,Q7INFODOWN,3.0
1659,Q7INFODOWN,4.0
1664,Q7INFODOWN,5.0
1665,Q7INFODOWN,4.0
1666,Q7INFODOWN,2.0
1667,Q7INFODOWN,4.0
1668,Q7INFODOWN,3.0
1669,Q7INFODOWN,5.0
1670,Q7INFODOWN,5.0
1671,Q7INFODOWN,3.0
1673,Q7INFODOWN,5.0
1674,Q7INFODOWN,5.0
1675,Q7INFODOWN,4.0
1680,Q7INFODOWN,4.0
1682,Q7INFODOWN,4.0
1683,Q7INFODOWN,4.0
1689,Q7INFODOWN,3.0
1693,Q7INFODOWN,5.0
1697,Q7INFODOWN,3.0
1700,Q7INFODOWN,3.0
1704,Q7INFODOWN,4.0
1705,Q7INFODOWN,4.0
1707,Q7INFODOWN,5.0
1709,Q7INFODOWN,5.0
1712,Q7INFODOWN,3.0
1713,Q7INFODOWN,3.0
1714,Q7INFODOWN,4.0
1715,Q7INFODOWN,4.0
1716,Q7INFODOWN,4.0
1717,Q7INFODOWN,3.0
1718,Q7INFODOWN,4.0
1719,Q7INFODOWN,5.0
1720,Q7INFODOWN,4.0
1722,Q7INFODOWN,4.0
1725,Q7INFODOWN,4.0
1728,Q7INFODOWN,4.0
1729,Q7INFODOWN,4.0
1732,Q7INFODOWN,3.0
1734,Q7INFODOWN,3.0
1735,Q7INFODOWN,5.0
1739,Q7INFODOWN,5.0
1742,Q7INFODOWN,2.0
1743,Q7INFODOWN,5.0
1744,Q7INFODOWN,3.0
